,LightGBM,CatBoost,XGBoost
Safety,1.4999999999999998,0.693103448275862,0.15
Performance,0.175,1.75,1.562834553940923
Efficiency,0.225,2.2413342753330645,2.25
Manufacturability,1.9792778303493113,0.2,2.0
Compatibility,2.5,2.1011728981098896,0.25
