,LightGBM,CatBoost,XGBoost
Safety,1.9999999999999998,0.9241379310344828,0.2
Performance,0.15,1.5,1.3395724748065054
Efficiency,0.175,1.7432599919257166,1.75
Manufacturability,2.474097287936639,0.25,2.5
Compatibility,2.25,1.8910556082989007,0.225
