,LightGBM,CatBoost,XGBoost
Safety,2.4999999999999996,1.1551724137931034,0.25
Performance,0.2,2.0,1.7860966330753407
Efficiency,0.225,2.2413342753330645,2.25
Manufacturability,1.7318681015556472,0.175,1.75
Compatibility,1.5,1.2607037388659337,0.15
