,LightGBM,CatBoost,XGBoost
Safety,1.4999999999999998,0.693103448275862,0.15
Performance,0.25,2.5,2.232620791344176
Efficiency,0.225,2.2413342753330645,2.25
Manufacturability,1.7318681015556472,0.175,1.75
Compatibility,2.0,1.6809383184879119,0.2
