,LightGBM,CatBoost,XGBoost
Safety,2.4999999999999996,1.1551724137931034,0.25
Performance,0.2,2.0,1.7860966330753407
Efficiency,0.225,2.2413342753330645,2.25
Manufacturability,1.4844583727619833,0.15,1.5
Compatibility,1.75,1.4708210286769225,0.175
