,LightGBM,CatBoost,XGBoost
Safety,1.7499999999999996,0.8086206896551723,0.175
Performance,0.15,1.5,1.3395724748065054
Efficiency,0.2,1.9922971336293906,2.0
Manufacturability,2.474097287936639,0.25,2.5
Compatibility,2.25,1.8910556082989007,0.225
