,LightGBM,CatBoost,XGBoost
Safety,1.4999999999999998,0.693103448275862,0.15
Performance,0.25,2.5,2.232620791344176
Efficiency,0.2,1.9922971336293906,2.0
Manufacturability,2.226687559142975,0.225,2.25
Compatibility,1.75,1.4708210286769225,0.175
