,LightGBM,CatBoost,XGBoost
Safety,1.7499999999999996,0.8086206896551723,0.175
Performance,0.15,1.5,1.3395724748065054
Efficiency,0.2,1.9922971336293906,2.0
Manufacturability,2.226687559142975,0.225,2.25
Compatibility,2.5,2.1011728981098896,0.25
