,LightGBM,CatBoost,XGBoost
Safety,2.2499999999999996,1.039655172413793,0.225
Performance,0.25,2.5,2.232620791344176
Efficiency,0.175,1.7432599919257166,1.75
Manufacturability,1.9792778303493113,0.2,2.0
Compatibility,1.5,1.2607037388659337,0.15
