,LightGBM,CatBoost,XGBoost
Safety,1.4999999999999998,0.693103448275862,0.15
Performance,0.2,2.0,1.7860966330753407
Efficiency,0.175,1.7432599919257166,1.75
Manufacturability,2.226687559142975,0.225,2.25
Compatibility,2.5,2.1011728981098896,0.25
