,LightGBM,CatBoost,XGBoost
Safety,1.4999999999999998,0.693103448275862,0.15
Performance,0.225,2.25,2.0093587122097585
Efficiency,0.175,1.7432599919257166,1.75
Manufacturability,1.9792778303493113,0.2,2.0
Compatibility,2.5,2.1011728981098896,0.25
