,LightGBM,CatBoost,XGBoost
Safety,1.7499999999999996,0.8086206896551723,0.175
Performance,0.15,1.5,1.3395724748065054
Efficiency,0.225,2.2413342753330645,2.25
Manufacturability,1.9792778303493113,0.2,2.0
Compatibility,2.5,2.1011728981098896,0.25
