,LightGBM,CatBoost,XGBoost
Safety,1.4999999999999998,0.693103448275862,0.15
Performance,0.25,2.5,2.232620791344176
Efficiency,0.175,1.7432599919257166,1.75
Manufacturability,2.226687559142975,0.225,2.25
Compatibility,2.0,1.6809383184879119,0.2
