,LightGBM,CatBoost,XGBoost
Safety,2.2499999999999996,1.039655172413793,0.225
Performance,0.175,1.75,1.562834553940923
Efficiency,0.2,1.9922971336293906,2.0
Manufacturability,2.474097287936639,0.25,2.5
Compatibility,1.5,1.2607037388659337,0.15
