,LightGBM,CatBoost,XGBoost
Safety,1.7499999999999996,0.8086206896551723,0.175
Performance,0.2,2.0,1.7860966330753407
Efficiency,0.25,2.490371417036738,2.5
Manufacturability,2.226687559142975,0.225,2.25
Compatibility,1.5,1.2607037388659337,0.15
