,LightGBM,CatBoost,XGBoost
Safety,1.7499999999999996,0.8086206896551723,0.175
Performance,0.225,2.25,2.0093587122097585
Efficiency,0.2,1.9922971336293906,2.0
Manufacturability,2.474097287936639,0.25,2.5
Compatibility,1.5,1.2607037388659337,0.15
