,LightGBM,CatBoost,XGBoost
Safety,2.4999999999999996,1.1551724137931034,0.25
Performance,0.225,2.25,2.0093587122097585
Efficiency,0.2,1.9922971336293906,2.0
Manufacturability,1.4844583727619833,0.15,1.5
Compatibility,1.75,1.4708210286769225,0.175
