,LightGBM,CatBoost,XGBoost
Safety,1.7499999999999996,0.8086206896551723,0.175
Performance,0.25,2.5,2.232620791344176
Efficiency,0.15,1.494222850222043,1.5
Manufacturability,2.226687559142975,0.225,2.25
Compatibility,2.0,1.6809383184879119,0.2
