,LightGBM,CatBoost,XGBoost
Safety,1.7499999999999996,0.8086206896551723,0.175
Performance,0.25,2.5,2.232620791344176
Efficiency,0.2,1.9922971336293906,2.0
Manufacturability,1.4844583727619833,0.15,1.5
Compatibility,2.25,1.8910556082989007,0.225
