,LightGBM,CatBoost,XGBoost
Safety,1.9999999999999998,0.9241379310344828,0.2
Performance,0.25,2.5,2.232620791344176
Efficiency,0.225,2.2413342753330645,2.25
Manufacturability,1.7318681015556472,0.175,1.75
Compatibility,1.5,1.2607037388659337,0.15
