,LightGBM,CatBoost,XGBoost
Safety,1.9999999999999998,0.9241379310344828,0.2
Performance,0.175,1.75,1.562834553940923
Efficiency,0.15,1.494222850222043,1.5
Manufacturability,2.226687559142975,0.225,2.25
Compatibility,2.5,2.1011728981098896,0.25
