,LightGBM,CatBoost,XGBoost
Safety,1.7499999999999996,0.8086206896551723,0.175
Performance,0.225,2.25,2.0093587122097585
Efficiency,0.25,2.490371417036738,2.5
Manufacturability,1.4844583727619833,0.15,1.5
Compatibility,2.0,1.6809383184879119,0.2
