iter	Accuracy	MultiClass
139	0.9875922778	0.05207183924
140	0.987605715	0.05188264291
141	0.9876796193	0.05169243388
142	0.987696789	0.0514370156
143	0.9878841627	0.05113115241
144	0.987903572	0.05085358647
145	0.9880162948	0.05060673415
146	0.9880730295	0.05038926968
147	0.9881432013	0.05014135548
148	0.9882163591	0.04996799665
149	0.9883417726	0.04970617811
150	0.9884918209	0.04940375016
151	0.9885731903	0.04924013631
152	0.9886321645	0.04908815504
153	0.9887239851	0.04882178922
154	0.9887889314	0.04855539188
155	0.988847159	0.04844183755
156	0.988847159	0.04827652108
157	0.9889001612	0.04806804728
158	0.9889464447	0.04794244269
159	0.9890755907	0.04775187903
160	0.9890673791	0.04760137971
161	0.9891069441	0.04746823331
162	0.9892219064	0.04725011738
163	0.9893652361	0.0470609663
164	0.9893674757	0.0469434933
165	0.9895212565	0.04667908705
166	0.9895458913	0.04649983813
167	0.9896705582	0.04633504699
168	0.9897086302	0.0461625238
169	0.9897623788	0.04599848427
170	0.989863904	0.04577229912
171	0.9900124592	0.04562716048
172	0.990035601	0.04549458321
173	0.9900497847	0.0453748306
174	0.9900542637	0.0452692598
175	0.990120703	0.04507551564
176	0.9902401444	0.04485036021
177	0.9902871745	0.04468777957
178	0.9903677974	0.04453662153
179	0.9903633184	0.04441833315
180	0.9903961647	0.04427417053
181	0.9904573785	0.04412630496
182	0.9904648435	0.04396361024
183	0.9905103806	0.04384901259
184	0.9905663687	0.04368219405
185	0.9906104128	0.04359226464
186	0.9906604288	0.04348678695
187	0.9907126845	0.04327630833
188	0.990798533	0.04312910481
189	0.9908149562	0.04302234551
190	0.9908672118	0.04281867015
191	0.9909052837	0.04268952591
192	0.9909769486	0.04255398219
193	0.9910030764	0.04244479487
194	0.9910247251	0.04230570299
195	0.9911255038	0.04207291466
196	0.991224043	0.04190974309
197	0.991230015	0.0418094542
198	0.9913464704	0.0416055475
199	0.9913823028	0.04146250374
